"Type","Date","Part.of.a.policing.operation","Policing.operation","Latitude","Longitude","Gender","Age.range","Self.defined.ethnicity","Officer.defined.ethnicity","Legislation","Object.of.search","Outcome","Outcome.linked.to.object.of.search","Removal.of.more.than.just.outer.clothing","lsoa21cd","lsoa21nm"
"Person search","2019-06-12T01:04:00+00:00","False",NA,53.498679,-2.52022,"","","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01006328","Wigan 030A"
"Person search","2019-06-12T02:35:00+00:00","False",NA,53.571874,-2.476601,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01004837","Bolton 020C"
"Person search","2019-06-12T03:40:00+00:00","False",NA,53.559383,-2.666026,"","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01006253","Wigan 005A"
"Person search","2019-06-12T10:22:00+00:00","False",NA,53.528321,-2.105648,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","True","False","E01005320","Oldham 024A"
"Person search","2019-06-12T11:15:00+00:00","True",NA,53.48125,-2.236341,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Community resolution","True","False","E01033653","Manchester 055B"
"Person search","2019-06-12T11:23:00+00:00","True",NA,53.479968,-2.225228,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033661","Manchester 055E"
"Person search","2019-06-12T11:23:00+00:00","True",NA,53.479968,-2.225228,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033661","Manchester 055E"
"Person and Vehicle search","2019-06-12T11:29:00+00:00","False",NA,53.502037,-2.199023,"","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","False","E01005202","Manchester 009A"
"Person and Vehicle search","2019-06-12T11:30:00+00:00","False",NA,53.52733,-2.25568,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Summons / charged by post","True","True","E01005040","Bury 026A"
"Person search","2019-06-12T12:01:00+00:00","True",NA,53.484922,-2.234176,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033667","Manchester 054E"
"Person search","2019-06-12T12:40:00+00:00","True",NA,53.485224,-2.249127,"Male","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Khat or Cannabis warning","True","False","E01032909","Salford 033F"
"Person search","2019-06-12T12:41:00+00:00","True",NA,53.485065,-2.243249,"Male","","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-12T13:25:00+00:00","False",NA,53.410965,-2.163771,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Summons / charged by post","True","False","E01005917","Stockport 007D"
"Person search","2019-06-12T14:02:00+00:00","False",NA,53.561798,-2.330151,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Anything to threaten or harm anyone","Arrest","False","False","E01005008","Bury 016D"
"Person search","2019-06-12T16:30:00+00:00","False",NA,53.455265,-2.226814,"Male","","Asian/Asian British - Any other Asian background","","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005288","Manchester 025E"
"Person search","2019-06-12T16:47:00+00:00","False",NA,53.473215,-2.249162,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033656","Manchester 057B"
"Person search","2019-06-12T16:48:00+00:00","False",NA,53.473215,-2.249162,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033656","Manchester 057B"
"Person search","2019-06-12T16:51:00+00:00","False",NA,53.473215,-2.249162,"","","Asian/Asian British - Indian","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033656","Manchester 057B"
"Person and Vehicle search","2019-06-12T19:03:00+00:00","False",NA,53.373811,-2.257569,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Offensive weapons","Caution (simple or conditional)","True","False","E01005313","Manchester 053A"
"Person and Vehicle search","2019-06-12T19:03:00+00:00","False",NA,53.373811,-2.257569,"Male","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Offensive weapons","Caution (simple or conditional)","True","False","E01005313","Manchester 053A"
"Person search","2019-06-12T19:59:00+00:00","False",NA,53.449294,-2.208699,"Male","18-24","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005280","Manchester 026A"
"Person search","2019-06-12T20:01:00+00:00","True",NA,53.449294,-2.208699,"Male","25-34","Asian/Asian British - Any other Asian background","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005280","Manchester 026A"
"Person and Vehicle search","2019-06-12T20:46:00+00:00","False",NA,53.529651,-2.475252,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Arrest","False","False","E01006290","Wigan 022A"
"Person and Vehicle search","2019-06-12T21:50:00+00:00","False",NA,53.471362,-2.180274,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","Arrest","False","False","E01034113","Manchester 017I"
"Person search","2019-06-12T23:53:00+00:00","False",NA,53.546893,-2.625187,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-12T23:53:00+00:00","False",NA,53.546893,-2.625187,"Female","25-34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01006386","Wigan 009C"
"Person search","2019-06-13T03:04:00+00:00","False",NA,53.471667,-2.154966,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01034114","Manchester 017J"
"Person search","2019-06-13T14:06:00+00:00","False",NA,53.458897,-2.277528,"Male","10-17","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006145","Trafford 004D"
"Person search","2019-06-13T14:10:00+00:00","False",NA,53.458897,-2.277528,"","18-24","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006145","Trafford 004D"
"Person search","2019-06-13T14:16:00+00:00","False",NA,53.458897,-2.277528,"","","Asian/Asian British - Pakistani","Asian","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01006145","Trafford 004D"
"Person search","2019-06-13T15:30:00+00:00","False",NA,53.421915,-2.233047,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005172","Manchester 043A"
"Person search","2019-06-13T15:30:00+00:00","False",NA,53.421915,-2.233047,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01005172","Manchester 043A"
"Person search","2019-06-13T17:49:00+00:00","False",NA,53.555183,-2.291909,"Male","10-17","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Articles for use in criminal damage","A no further action disposal","","False","E01004987","Bury 020C"
"Person search","2019-06-13T17:50:00+00:00","False",NA,53.555183,-2.291909,"Male","10-17","Asian/Asian British - Pakistani","Asian","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01004987","Bury 020C"
"Person search","2019-06-13T18:00:00+00:00","False",NA,53.55689,-2.292072,"Male","","Black/African/Caribbean/Black British - Any other Black/African/Caribbean background","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004987","Bury 020C"
"Person search","2019-06-13T18:00:00+00:00","True",NA,53.482225,-2.238637,"Male","10-17","Black/African/Caribbean/Black British - African","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033658","Manchester 054C"
"Person search","2019-06-13T18:00:00+00:00","False",NA,53.555183,-2.291909,"Male","10-17","Mixed/Multiple ethnic groups - White and Black African","Black","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01004987","Bury 020C"
"Person search","2019-06-13T18:41:00+00:00","False",NA,53.476401,-2.251832,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033682","Manchester 060C"
"Person search","2019-06-13T21:55:00+00:00","False",NA,53.487499,-2.091275,"Female","","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Offensive weapons","A no further action disposal","","False","E01005948","Tameside 013A"
"Person search","2019-06-13T22:39:00+00:00","True",NA,53.480729,-2.240768,"Male","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-13T23:00:00+00:00","False",NA,53.399631,-2.294347,"","","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005117","Manchester 048E"
"Person search","2019-06-13T23:08:00+00:00","False",NA,53.4003,-2.296622,"Male","25-34","Other ethnic group - Arab","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01005117","Manchester 048E"
"Vehicle search","2019-06-13T23:48:00+00:00","False",NA,53.440186,-2.243248,"","","","","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005279","Manchester 035E"
"Person search","2019-06-13T23:50:00+00:00","True",NA,53.48125,-2.236341,"Male","over 34","Black/African/Caribbean/Black British - Caribbean","Black","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01033653","Manchester 055B"
"Person search","2019-06-14T02:22:00+00:00","False",NA,53.54065,-2.634753,"","over 34","Other ethnic group - Not stated","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","A no further action disposal","","False","E01006349","Wigan 015A"
"Person search","2019-06-14T02:47:00+00:00","False",NA,53.377303,-2.117509,"Male","18-24","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Article for use in theft","Khat or Cannabis warning","False","False","E01005840","Stockport 031D"
"Person search","2019-06-14T07:40:00+00:00","False",NA,53.528427,-2.418064,"Female","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","A no further action disposal","","False","E01005663","Salford 001C"
"Person search","2019-06-14T10:21:00+00:00","False",NA,53.608373,-2.314116,"","over 34","White - English/Welsh/Scottish/Northern Irish/British","White","Misuse of Drugs Act 1971 (section 23)","Controlled drugs","A no further action disposal","","False","E01004966","Bury 005C"
"Person search","2019-06-14T10:30:00+00:00","False",NA,53.592891,-2.291202,"Female","","White - Any other White background","White","Police and Criminal Evidence Act 1984 (section 1)","Stolen goods","Arrest","False","False","E01005024","Bury 008E"
